Date,min,mean,max,Change
2018-08-18,15.664,17.942208333333333,20.424,4.76
2018-08-19,17.189,20.0216875,20.424,3.2349999999999994
2018-08-20,20.043,20.392333333333333,20.615,0.5719999999999992
2018-08-21,19.853,20.303083333333333,20.615,0.7619999999999969
2018-08-22,18.996,20.10675,20.71,1.7140000000000022
2018-08-23,16.523,19.299791666666668,20.519,3.9959999999999987
2018-08-24,17.379,19.730208333333334,20.996,3.6169999999999973
2018-08-25,16.808,19.4031875,21.187,4.379000000000001
2018-08-26,13.173,17.168354166666667,21.282,8.109
2018-08-27,11.431,15.393895833333334,19.948,8.517000000000001
2018-08-28,11.916,15.618604166666666,19.472,7.556000000000001
2018-08-29,12.401,15.4739375,20.901,8.5
2018-08-30,11.625,14.8159375,20.043,8.418
2018-08-31,13.269,18.347,22.046,8.777
2018-09-01,16.808,18.554916666666667,22.142,5.334
2018-09-02,14.23,17.63625,21.76,7.530000000000001
2018-09-03,12.497,15.438479166666667,18.996,6.498999999999999
2018-09-04,12.69,14.959541666666667,17.665,4.975
2018-09-05,13.654,15.4585625,18.806,5.152000000000001
2018-09-06,11.916,14.277229166666666,18.806,6.890000000000001
2018-09-07,13.269,15.9018125,19.567,6.298
2018-09-08,14.996,16.789645833333335,19.092,4.095999999999998
2018-09-09,17.284,18.816208333333332,20.043,2.7590000000000003
2018-09-10,18.616,18.883354166666667,19.187,0.5710000000000015
2018-09-11,17.95,18.544708333333332,18.901,0.9510000000000005
2018-09-12,18.14,18.691187499999998,18.996,0.8559999999999981
2018-09-13,18.331,18.66358333333333,19.187,0.8560000000000016
2018-09-14,17.57,18.663479166666665,19.662,2.0919999999999987
2018-09-15,17.665,18.8834375,19.662,1.9969999999999999
2018-09-16,17.475,18.618020833333333,20.329,2.853999999999999
2018-09-17,15.855,17.694395833333335,18.901,3.0459999999999994
2018-09-18,15.569,17.406708333333334,19.472,3.9030000000000005
2018-09-19,15.76,17.579166666666666,18.901,3.141
2018-09-20,18.045,18.239583333333332,18.521,0.4759999999999991
2018-09-21,17.95,18.108604166666666,18.521,0.5710000000000015
2018-09-22,14.421,16.902354166666665,18.426,4.004999999999999
2018-09-23,15.282,17.236458333333335,18.521,3.2390000000000008
2018-09-24,16.427,16.895458333333334,17.284,0.8569999999999993
2018-09-25,16.713,16.87925,16.903,0.18999999999999773
2018-09-26,13.558,16.8134375,17.76,4.202000000000002
2018-09-27,12.304,15.635333333333334,17.57,5.266
2018-09-28,15.76,16.641416666666668,17.189,1.4290000000000003
2018-09-29,15.855,16.508645833333333,16.808,0.9529999999999994
2018-09-30,16.046,16.722979166666665,17.284,1.2379999999999995
2018-10-01,16.237,16.827895833333333,16.999,0.7620000000000005
2018-10-02,16.618,16.857479166666664,16.903,0.28500000000000014
2018-10-03,16.808,16.819875,16.903,0.09499999999999886
2018-10-04,16.523,16.663520833333333,16.808,0.28500000000000014
2018-10-05,16.523,16.625916666666665,16.808,0.28500000000000014
2018-10-06,16.523,16.614041666666665,16.713,0.19000000000000128
2018-10-07,16.523,16.616020833333334,16.808,0.28500000000000014
2018-10-08,16.427,16.534645833333332,16.713,0.28600000000000136
2018-10-09,16.332,16.475020833333332,16.523,0.19099999999999895
2018-10-10,15.091,16.282291666666666,16.618,1.5269999999999992
2018-10-11,14.517,16.10125,16.808,2.2910000000000004
2018-10-12,14.996,15.944625,16.713,1.7170000000000005
2018-10-13,15.76,16.002354166666667,16.141,0.38099999999999845
2018-10-14,14.9,15.520958333333333,16.046,1.145999999999999
2018-10-15,14.517,15.385541666666667,15.664,1.1470000000000002
2018-10-16,13.269,14.341041666666666,15.187,1.9179999999999993
2018-10-17,12.497,13.947104166666666,14.517,2.0199999999999996
2018-10-18,12.013,12.8266875,13.558,1.545
2018-10-19,12.594,13.025916666666667,13.365,0.7710000000000008
2018-10-20,12.594,12.816791666666667,13.461,0.8670000000000009
2018-10-21,12.11,12.794583333333334,13.558,1.4480000000000004
2018-10-22,12.207,12.619791666666666,12.883,0.6759999999999984
2018-10-23,11.916,12.364041666666667,12.69,0.7739999999999991
2018-10-24,11.819,12.376229166666667,12.69,0.8709999999999987
2018-10-25,12.11,12.328041666666667,12.497,0.38700000000000045
2018-10-26,12.013,12.188812500000001,12.401,0.3879999999999999
2018-10-27,11.722,12.095854166666667,12.304,0.5820000000000007
2018-10-28,11.722,11.8856875,12.013,0.29100000000000037
2018-10-29,11.625,11.968541666666667,12.207,0.5820000000000007
2018-10-30,11.334,11.4613125,11.625,0.29100000000000037
2018-10-31,11.139,11.301395833333332,11.334,0.19500000000000028
2018-11-01,11.139,11.199625000000001,11.236,0.09700000000000131
2018-11-02,11.139,11.274916666666666,11.431,0.2919999999999998
2018-11-03,11.236,11.3663125,11.528,0.2919999999999998
2018-11-04,11.236,11.287041666666667,11.334,0.09799999999999898
2018-11-05,11.041,11.223854166666667,11.236,0.19500000000000028
2018-11-06,10.944,11.002770833333333,11.139,0.1949999999999985
2018-11-07,10.846,11.0575625,11.236,0.39000000000000057
2018-11-08,10.944,11.098041666666667,11.236,0.2919999999999998
2018-11-09,10.846,10.978250000000001,11.041,0.19500000000000028
2018-11-10,10.455,10.776833333333334,11.041,0.5860000000000003
2018-11-11,10.455,10.626229166666667,11.041,0.5860000000000003
2018-11-12,10.259,10.424375,10.553,0.2940000000000005
2018-11-13,10.357,10.4651875,10.748,0.391
2018-11-14,10.063,10.279416666666666,10.553,0.4900000000000002
2018-11-15,9.965,10.114041666666667,10.259,0.2940000000000005
2018-11-16,9.571,9.858041666666667,10.063,0.4920000000000009
2018-11-17,9.275,9.498708333333333,9.768,0.4930000000000003
2018-11-18,9.472,9.675416666666667,9.866,0.39400000000000013
2018-11-19,9.571,9.925583333333334,10.357,0.7859999999999996
2018-11-20,9.373,9.693729166666667,10.161,0.7880000000000003
2018-11-21,8.481,9.335666666666667,10.357,1.8759999999999994
2018-11-22,8.779,9.1528125,10.161,1.3819999999999997
2018-11-23,8.779,9.012833333333333,9.373,0.5939999999999994
2018-11-24,9.176,9.305479166666666,9.472,0.2959999999999994
2018-11-25,8.879,9.2069375,9.275,0.3960000000000008
2018-11-26,8.879,9.048125,9.275,0.3960000000000008
2018-11-27,8.779,8.951125,9.077,0.29800000000000004
2018-11-28,8.481,8.783520833333332,8.978,0.4969999999999999
2018-11-29,8.581,8.750354166666666,8.978,0.39700000000000024
2018-11-30,8.481,8.638625,8.779,0.29800000000000004
2018-12-01,8.382,8.56625,8.779,0.39700000000000024
2018-12-02,8.481,8.5621875,8.68,0.19899999999999984
2018-12-03,8.481,8.609833333333333,8.879,0.3979999999999997
2018-12-04,8.282,8.441895833333334,8.68,0.3979999999999997
2018-12-05,7.882,8.144666666666668,8.382,0.5
2018-12-06,7.582,7.940708333333333,8.282,0.7000000000000002
2018-12-07,7.481,7.952854166666667,8.581,1.0999999999999996
2018-12-08,7.582,7.798708333333333,7.983,0.4009999999999998
2018-12-09,7.179,7.627479166666667,7.782,0.6029999999999998
2018-12-10,7.582,7.66325,7.882,0.2999999999999998
2018-12-11,7.179,7.412041666666667,7.582,0.4029999999999996
2018-12-12,6.573,7.311020833333333,8.382,1.8089999999999993
2018-12-13,6.166,6.625020833333333,7.179,1.013
2018-12-14,5.962,6.225229166666667,6.775,0.8130000000000006
2018-12-15,6.268,6.903833333333333,7.481,1.213
2018-12-16,6.37,6.705666666666667,6.877,0.5069999999999997
2018-12-17,6.573,6.8451875,6.978,0.40499999999999936
2018-12-18,6.37,6.754083333333334,7.28,0.9100000000000001
2018-12-19,6.064,6.437208333333333,6.877,0.8129999999999997
2018-12-20,6.064,6.783729166666666,7.179,1.1150000000000002
2018-12-21,6.573,6.905895833333333,7.481,0.9079999999999995
2018-12-22,6.775,7.11425,7.682,0.907
2018-12-23,6.573,6.9082083333333335,7.179,0.6059999999999999
2018-12-24,6.573,6.82175,7.079,0.5059999999999993
2018-12-25,6.775,7.02375,7.682,0.907
2018-12-26,6.573,6.83025,7.179,0.6059999999999999
2018-12-27,6.471,6.737125000000001,7.179,0.7080000000000002
2018-12-28,6.674,6.775229166666667,6.877,0.2029999999999994
2018-12-29,6.268,6.6231875,6.775,0.5070000000000006
2018-12-30,6.37,6.551583333333333,6.775,0.40500000000000025
2018-12-31,6.37,6.3763125,6.471,0.10099999999999998
2019-01-01,6.064,6.449333333333334,7.28,1.2160000000000002
2019-01-02,6.166,6.325166666666667,6.674,0.508
2019-01-03,6.166,6.382416666666667,6.674,0.508
2019-01-04,6.166,6.36125,6.674,0.508
2019-01-05,6.166,6.414125,6.674,0.508
2019-01-06,6.268,6.399375,6.573,0.3050000000000006
2019-01-07,5.86,6.061875,6.37,0.5099999999999998
2019-01-08,5.757,6.0086458333333335,6.166,0.4090000000000007
2019-01-09,5.86,6.0215,6.268,0.4079999999999995
2019-01-10,5.655,5.889479166666667,6.166,0.5110000000000001
2019-01-11,4.831,5.295020833333333,5.655,0.8239999999999998
2019-01-12,4.415,4.6684375000000005,4.934,0.5190000000000001
2019-01-13,4.415,4.555833333333333,4.727,0.3120000000000003
2019-01-14,4.415,4.7696875,5.037,0.6219999999999999
2019-01-15,4.831,4.942583333333333,5.037,0.20599999999999952
2019-01-16,4.623,4.871625,5.141,0.5179999999999998
2019-01-17,4.519,4.677104166666667,4.934,0.41500000000000004
2019-01-18,4.519,4.605666666666667,4.727,0.20800000000000018
2019-01-19,4.519,4.5536666666666665,4.623,0.10400000000000009
2019-01-20,4.519,4.683666666666667,4.831,0.3120000000000003
2019-01-21,3.367,4.166270833333333,4.831,1.4640000000000004
2019-01-22,2.837,3.132875,3.472,0.6349999999999998
2019-01-23,2.943,4.041729166666666,4.415,1.472
2019-01-24,4.415,4.5125,4.727,0.3120000000000003
2019-01-25,4.102,4.525479166666667,4.831,0.7290000000000001
2019-01-26,4.102,4.436645833333333,4.727,0.625
2019-01-27,3.998,4.4453125,4.623,0.625
2019-01-28,4.415,4.5385,4.623,0.20800000000000018
2019-01-29,4.415,4.506,4.519,0.10400000000000009
2019-01-30,4.311,4.497333333333334,4.519,0.20800000000000018
2019-01-31,3.893,4.121833333333333,4.415,0.5220000000000002
2019-02-01,3.683,3.8337708333333333,4.102,0.4190000000000005
2019-02-02,3.788,3.9257708333333334,4.102,0.3140000000000005
2019-02-03,2.303,3.2174583333333335,3.998,1.6950000000000003
2019-02-04,2.837,3.0401666666666665,3.261,0.42399999999999993
2019-02-05,2.837,3.0842916666666667,3.578,0.7409999999999997
2019-02-06,3.049,3.3598958333333333,3.893,0.8439999999999999
2019-02-07,3.049,3.274166666666667,3.472,0.42300000000000004
2019-02-08,3.261,3.4283125,3.788,0.5269999999999997
2019-02-09,3.367,3.5118125,3.788,0.4209999999999998
2019-02-10,3.155,3.544645833333333,3.788,0.633
2019-02-11,3.261,3.5424166666666665,3.893,0.6319999999999997
2019-02-12,3.261,3.4149583333333333,3.578,0.3169999999999997
2019-02-13,3.261,3.6281874999999997,3.788,0.5269999999999997
2019-02-14,3.472,3.665395833333333,3.893,0.4209999999999998
2019-02-15,3.367,3.5029375,3.788,0.4209999999999998
2019-02-16,3.578,3.6326875,3.788,0.20999999999999996
2019-02-17,3.472,3.6632499999999997,3.893,0.4209999999999998
2019-02-18,3.472,3.6238541666666664,3.788,0.31599999999999984
2019-02-19,3.261,3.4305,3.578,0.3169999999999997
2019-02-20,3.049,3.2609166666666667,3.472,0.42300000000000004
2019-02-21,3.049,3.2982916666666666,3.683,0.6339999999999999
2019-02-22,3.261,3.3623958333333333,3.683,0.4219999999999997
2019-02-23,3.261,3.3799375,3.578,0.3169999999999997
2019-02-24,3.261,3.3932291666666665,3.472,0.21099999999999985
2019-02-25,3.367,3.5599374999999998,3.893,0.5259999999999998
2019-02-26,3.049,3.4853541666666668,3.788,0.7389999999999999
2019-02-27,2.943,3.1174583333333334,3.367,0.42399999999999993
2019-02-28,2.943,3.055625,3.261,0.31800000000000006
2019-03-01,2.624,2.814395833333333,3.049,0.4249999999999998
2019-03-02,2.73,2.8277083333333333,3.049,0.31899999999999995
2019-03-03,2.73,2.9606041666666667,3.155,0.4249999999999998
2019-03-04,2.624,2.867583333333333,3.155,0.5309999999999997
2019-03-05,2.624,2.783354166666667,3.049,0.4249999999999998
2019-03-06,2.517,2.7256666666666667,3.155,0.6379999999999999
2019-03-07,2.41,2.676791666666667,3.261,0.851
2019-03-08,2.303,2.5347291666666667,2.837,0.5340000000000003
2019-03-09,2.624,2.896479166666667,3.155,0.5309999999999997
2019-03-10,2.73,2.8169375000000003,2.837,0.1070000000000002
2019-03-11,2.73,2.8258541666666668,2.837,0.1070000000000002
2019-03-12,2.837,2.8966250000000002,3.049,0.21199999999999974
2019-03-13,2.837,2.927541666666667,3.155,0.3179999999999996
2019-03-14,2.943,3.029125,3.155,0.21199999999999974
2019-03-15,3.049,3.1660416666666666,3.367,0.31800000000000006
2019-03-16,3.049,3.2079375,3.472,0.42300000000000004
2019-03-17,3.155,3.214625,3.367,0.2120000000000002
2019-03-18,3.155,3.24775,3.367,0.2120000000000002
2019-03-19,3.155,3.3533333333333335,3.683,0.528
2019-03-20,3.472,3.5929374999999997,3.893,0.4209999999999998
2019-03-21,3.472,3.7091874999999996,3.893,0.4209999999999998
2019-03-22,3.472,3.647875,3.788,0.31599999999999984
2019-03-23,3.472,3.64575,3.683,0.21099999999999985
2019-03-24,3.472,3.6018749999999997,3.998,0.5260000000000002
2019-03-25,3.578,3.7464375,3.998,0.4200000000000004
2019-03-26,3.578,3.8403125,4.207,0.629
2019-03-27,3.683,3.9386875,4.207,0.524
2019-03-28,3.788,4.010854166666667,4.207,0.41900000000000004
2019-03-29,3.788,4.0214791666666665,4.207,0.41900000000000004
2019-03-30,3.998,4.282291666666667,4.831,0.8330000000000002
2019-03-31,3.683,4.288645833333334,4.727,1.0440000000000005
2019-04-01,3.683,4.160833333333334,4.519,0.8360000000000003
2019-04-02,4.207,4.378166666666667,4.623,0.41600000000000037
2019-04-03,3.893,4.2718541666666665,4.415,0.5220000000000002
2019-04-04,4.102,4.284979166666667,4.415,0.3129999999999997
2019-04-05,4.207,4.354333333333333,4.623,0.41600000000000037
2019-04-06,4.311,4.546604166666667,5.552,1.2409999999999997
2019-04-07,4.311,4.864354166666667,5.552,1.2409999999999997
2019-04-08,4.415,4.707458333333333,4.934,0.5190000000000001
2019-04-09,4.519,4.6685,4.831,0.3120000000000003
2019-04-10,4.727,4.7766875,4.934,0.20699999999999985
2019-04-11,4.727,4.977083333333334,5.347,0.6200000000000001
2019-04-12,4.934,5.097708333333333,5.244,0.3099999999999996
2019-04-13,4.727,4.8995625,5.244,0.5169999999999995
2019-04-14,4.727,4.863041666666667,5.141,0.4139999999999997
2019-04-15,4.623,4.9896875000000005,5.552,0.9289999999999994
2019-04-16,4.415,4.96825,5.347,0.9320000000000004
2019-04-17,5.037,5.408479166666667,6.064,1.0270000000000001
2019-04-18,5.141,5.551895833333333,6.064,0.923
2019-04-19,5.141,5.637479166666667,6.166,1.0250000000000004
2019-04-20,5.141,5.861395833333333,6.268,1.1269999999999998
2019-04-21,5.037,5.950729166666667,6.471,1.4340000000000002
2019-04-22,5.141,5.7419375,6.37,1.229
2019-04-23,5.757,6.100041666666667,6.268,0.5110000000000001
2019-04-24,5.552,5.982854166666667,6.37,0.8180000000000005
2019-04-25,5.655,6.063729166666667,6.877,1.2219999999999995
2019-04-26,5.962,6.5005,7.179,1.2170000000000005
2019-04-27,5.141,5.8954375,6.37,1.229
2019-04-28,5.962,6.291270833333334,6.775,0.8130000000000006
2019-04-29,5.757,6.3413125,7.381,1.6240000000000006
2019-04-30,6.064,6.789770833333334,7.381,1.3170000000000002
2019-05-01,6.877,7.258979166666667,7.582,0.7050000000000001
2019-05-02,7.179,7.428729166666667,7.582,0.4029999999999996
2019-05-03,6.978,7.4980416666666665,7.582,0.6040000000000001
2019-05-04,6.573,7.336145833333333,8.082,1.5090000000000003
2019-05-05,7.28,7.938208333333334,8.282,1.0019999999999998
2019-05-06,7.882,8.313020833333333,8.581,0.6989999999999998
2019-05-07,7.682,8.2691875,8.779,1.0969999999999995
2019-05-08,7.582,8.3395,9.275,1.6930000000000005
2019-05-09,6.978,8.781166666666667,10.553,3.575000000000001
2019-05-10,6.268,8.30075,9.866,3.598
2019-05-11,5.655,6.4345,7.682,2.027
2019-05-12,6.064,7.204916666666667,9.176,3.112
2019-05-13,6.471,8.161875,9.965,3.4939999999999998
2019-05-14,8.68,9.018916666666666,9.669,0.9890000000000008
2019-05-15,8.779,9.015104166666667,9.275,0.49600000000000044
2019-05-16,8.481,9.299520833333332,10.651,2.17
2019-05-17,8.879,9.458916666666667,10.455,1.5760000000000005
2019-05-18,8.382,9.6189375,11.236,2.854000000000001
2019-05-19,7.28,8.647499999999999,9.866,2.5859999999999994
2019-05-20,7.079,8.031541666666667,8.879,1.7999999999999998
2019-05-21,6.268,7.3181875,8.382,2.114
2019-05-22,5.86,9.279583333333333,11.528,5.668
2019-05-23,7.179,8.565291666666667,9.965,2.7859999999999996
2019-05-24,5.757,7.247229166666667,10.063,4.306000000000001
2019-05-25,7.782,8.388041666666666,10.944,3.162000000000001
2019-05-26,6.877,8.279583333333333,9.866,2.989
2019-05-27,7.381,8.438583333333334,9.275,1.8940000000000001
2019-05-28,8.082,10.23025,12.304,4.2219999999999995
2019-05-29,8.481,10.937208333333333,11.722,3.2409999999999997
2019-05-30,10.063,10.988166666666666,11.431,1.3679999999999986
2019-05-31,9.275,10.0716875,11.431,2.155999999999999
2019-06-01,8.779,10.087354166666668,11.916,3.1370000000000005
2019-06-02,9.571,10.716208333333334,12.401,2.83
2019-06-03,7.682,10.039979166666667,12.207,4.525
2019-06-04,7.179,9.7078125,10.846,3.667
2019-06-05,8.282,9.829,12.787,4.505000000000001
2019-06-06,7.983,9.258625,12.11,4.127
2019-06-07,8.68,10.326979166666666,14.421,5.741
2019-06-08,8.978,10.600625,12.69,3.7119999999999997
2019-06-09,8.779,10.033375,13.558,4.779
2019-06-10,7.782,9.340145833333333,13.173,5.391
2019-06-11,7.28,8.7994375,11.139,3.858999999999999
2019-06-12,6.978,9.345729166666667,13.846,6.868
2019-06-13,7.882,10.4491875,13.75,5.868
2019-06-14,7.28,9.959229166666667,12.401,5.1209999999999996
2019-06-15,7.682,9.735770833333333,12.11,4.427999999999999
2019-06-16,7.179,8.7958125,11.625,4.446
2019-06-17,7.179,8.6280625,10.455,3.276
2019-06-18,7.582,9.0276875,13.365,5.783
2019-06-19,7.28,9.445645833333334,13.076,5.796
2019-06-20,7.682,8.802624999999999,10.553,2.8710000000000004
2019-06-21,7.582,9.21875,11.528,3.9460000000000006
2019-06-22,7.882,9.403,12.207,4.325000000000001
2019-06-23,9.176,10.878666666666668,12.883,3.706999999999999
2019-06-24,9.866,11.528041666666667,13.846,3.9800000000000004
2019-06-25,10.063,11.907041666666666,14.134,4.071
2019-06-26,8.68,10.498958333333333,14.421,5.741
2019-06-27,9.176,11.374208333333334,14.9,5.724
2019-06-28,9.373,12.1606875,14.9,5.527000000000001
2019-06-29,9.472,11.54525,14.325,4.853
2019-06-30,9.472,11.603875,14.996,5.524000000000001
2019-07-01,9.866,13.188208333333334,17.094,7.2280000000000015
2019-07-02,9.176,12.5846875,15.378,6.202
2019-07-03,10.553,12.243708333333334,14.9,4.3469999999999995
2019-07-04,9.866,11.86,15.855,5.989000000000001
2019-07-05,8.978,11.714166666666667,15.091,6.1129999999999995
2019-07-06,7.782,9.996791666666667,16.141,8.358999999999998
2019-07-07,7.582,12.29475,19.282,11.7
2019-07-08,9.472,12.669604166666666,15.76,6.288
2019-07-09,8.978,12.027229166666666,15.951,6.973000000000001
2019-07-10,9.077,11.800291666666666,15.855,6.7780000000000005
2019-07-11,8.68,11.516125,15.664,6.984
2019-07-12,8.779,10.624666666666666,15.76,6.981
2019-07-13,8.779,10.651958333333333,15.664,6.885
2019-07-14,9.571,11.3289375,15.282,5.711
2019-07-15,8.779,11.042395833333334,13.076,4.297000000000001
2019-07-16,11.139,13.198791666666667,16.523,5.384
2019-07-17,9.472,11.647916666666667,14.421,4.949
2019-07-18,9.176,13.575645833333333,18.521,9.345
2019-07-19,11.431,13.9785,16.903,5.4719999999999995
2019-07-20,9.965,11.701875,14.709,4.744
2019-07-21,8.978,10.621875,13.75,4.772
2019-07-22,8.978,11.846166666666667,17.665,8.687
2019-07-23,13.365,18.3070625,19.948,6.583
2019-07-24,13.942,17.863729166666666,19.187,5.245000000000001
2019-07-25,16.618,18.243479166666667,20.138,3.520000000000003
2019-07-26,16.237,17.560863636363635,18.806,2.5690000000000026
NA,Inf,NaN,-Inf,-Inf
