"Time"	"Temperature  (*C)"	"Temperature  (*F)"	"A-D  (1-255)"
34473.2500116	5.49	41.89	191
34473.2708449	5.33	41.61	192
34473.2916782	5.33	41.61	192
34473.3125116	5.33	41.61	192
34473.3333449	5.33	41.61	192
34473.3541782	5.33	41.61	192
34473.3750116	5.33	41.61	192
34473.3958449	5.33	41.61	192
34473.4166782	5.49	41.89	191
34473.4375116	5.64	42.17	190
34473.4583449	5.80	42.45	189
34473.4791782	5.96	42.73	188
34473.5000116	5.96	42.73	188
34473.5208449	5.96	42.73	188
34473.5416782	5.64	42.17	190
34473.5625116	5.64	42.17	190
34473.5833449	5.49	41.89	191
34473.6041782	5.80	42.45	189
34473.6250116	5.80	42.45	189
34473.6458449	5.80	42.45	189
34473.6666782	5.80	42.45	189
34473.6875116	5.80	42.45	189
34473.7083449	5.64	42.17	190
34473.7291782	5.64	42.17	190
34473.7500116	5.49	41.89	191
34473.7708449	5.33	41.61	192
34473.7916782	5.49	41.89	191
34473.8125116	5.33	41.61	192
34473.8333449	5.33	41.61	192
34473.8541782	5.33	41.61	192
34473.8750116	5.33	41.61	192
34473.8958449	5.33	41.61	192
34473.9166782	5.33	41.61	192
34473.9375116	5.49	41.89	191
34473.9583449	5.80	42.45	189
34473.9791782	5.33	41.61	192
34474.0000116	5.49	41.89	191
34474.0208449	5.64	42.17	190
34474.0416782	5.64	42.17	190
34474.0625116	5.64	42.17	190
34474.0833449	5.64	42.17	190
34474.1041782	5.64	42.17	190
34474.1250116	5.80	42.45	189
34474.1458449	5.96	42.73	188
34474.1666782	5.49	41.89	191
34474.1875116	5.64	42.17	190
34474.2083449	5.49	41.89	191
34474.2291782	5.49	41.89	191
34474.2500116	5.49	41.89	191
34474.2708449	5.33	41.61	192
34474.2916782	5.49	41.89	191
34474.3125116	5.33	41.61	192
34474.3333449	5.33	41.61	192
34474.3541782	5.33	41.61	192
34474.3750116	5.33	41.61	192
34474.3958449	5.33	41.61	192
34474.4166782	5.49	41.89	191
34474.4375116	5.33	41.61	192
34474.4583449	5.33	41.61	192
34474.4791782	5.49	41.89	191
34474.5000116	5.64	42.17	190
34474.5208449	5.64	42.17	190
34474.5416782	5.64	42.17	190
34474.5625116	5.64	42.17	190
34474.5833449	5.80	42.45	189
34474.6041782	5.64	42.17	190
34474.6250116	5.64	42.17	190
34474.6458449	5.80	42.45	189
34474.6666782	6.58	43.86	184
34474.6875116	5.96	42.73	188
34474.7083449	5.64	42.17	190
34474.7291782	5.64	42.17	190
34474.7500116	5.33	41.61	192
34474.7708449	5.18	41.33	193
34474.7916782	5.18	41.33	193
34474.8125116	5.18	41.33	193
34474.8333449	5.18	41.33	193
34474.8541782	5.18	41.33	193
34474.8750116	5.18	41.33	193
34474.8958449	5.18	41.33	193
34474.9166782	5.18	41.33	193
34474.9375116	5.33	41.61	192
34474.9583449	5.33	41.61	192
34474.9791782	5.18	41.33	193
34475.0000116	5.33	41.61	192
34475.0208449	5.49	41.89	191
34475.0416782	5.49	41.89	191
34475.0625116	5.49	41.89	191
34475.0833449	5.49	41.89	191
34475.1041782	5.49	41.89	191
34475.1250116	5.49	41.89	191
34475.1458449	5.49	41.89	191
34475.1666782	5.96	42.73	188
34475.1875116	6.27	43.30	186
34475.2083449	5.80	42.45	189
34475.2291782	5.96	42.73	188
34475.2500116	5.80	42.45	189
34475.2708449	5.49	41.89	191
34475.2916782	5.80	42.45	189
34475.3125116	5.33	41.61	192
34475.3333449	5.80	42.45	189
34475.3541782	5.64	42.17	190
34475.3750116	5.80	42.45	189
34475.3958449	5.80	42.45	189
34475.4166782	5.96	42.73	188
34475.4375116	5.96	42.73	188
34475.4583449	6.27	43.30	186
34475.4791782	6.58	43.86	184
34475.5000116	6.74	44.14	183
34475.5208449	6.12	43.02	187
34475.5416782	6.27	43.30	186
34475.5625116	6.27	43.30	186
34475.5833449	6.27	43.30	186
34475.6041782	6.27	43.30	186
34475.6250116	7.05	44.70	181
34475.6458449	7.05	44.70	181
34475.6666782	6.74	44.14	183
34475.6875116	7.05	44.70	181
34475.7083449	6.89	44.42	182
34475.7291782	7.05	44.70	181
34475.7500116	6.89	44.42	182
34475.7708449	6.58	43.86	184
34475.7916782	6.27	43.30	186
34475.8125116	5.96	42.73	188
34475.8333449	5.80	42.45	189
34475.8541782	5.80	42.45	189
34475.8750116	5.64	42.17	190
34475.8958449	5.80	42.45	189
34475.9166782	5.80	42.45	189
34475.9375116	5.80	42.45	189
34475.9583449	5.96	42.73	188
34475.9791782	5.80	42.45	189
34476.0000116	5.96	42.73	188
34476.0208449	6.43	43.58	185
34476.0416782	6.58	43.86	184
34476.0625116	6.89	44.42	182
34476.0833449	7.21	44.98	180
34476.1041782	7.05	44.70	181
34476.1250116	6.12	43.02	187
34476.1458449	6.27	43.30	186
34476.1666782	6.12	43.02	187
34476.1875116	6.58	43.86	184
34476.2083449	6.43	43.58	185
34476.2291782	6.12	43.02	187
34476.2500116	6.27	43.30	186
34476.2708449	6.12	43.02	187
34476.2916782	5.96	42.73	188
34476.3125116	6.12	43.02	187
34476.3333449	5.80	42.45	189
34476.3541782	5.49	41.89	191
34476.3750116	5.49	41.89	191
34476.3958449	5.33	41.61	192
34476.4166782	5.49	41.89	191
34476.4375116	5.80	42.45	189
34476.4583449	6.27	43.30	186
34476.4791782	5.96	42.73	188
34476.5000116	6.43	43.58	185
34476.5208449	6.43	43.58	185
34476.5416782	5.96	42.73	188
34476.5625116	6.12	43.02	187
34476.5833449	6.58	43.86	184
34476.6041782	7.05	44.70	181
34476.6250116	6.89	44.42	182
34476.6458449	6.43	43.58	185
34476.6666782	6.43	43.58	185
34476.6875116	6.12	43.02	187
34476.7083449	6.27	43.30	186
34476.7291782	5.96	42.73	188
34476.7500116	6.27	43.30	186
34476.7708449	5.96	42.73	188
34476.7916782	6.43	43.58	185
34476.8125116	6.43	43.58	185
34476.8333449	5.96	42.73	188
34476.8541782	5.96	42.73	188
34476.8750116	5.80	42.45	189
34476.8958449	5.64	42.17	190
34476.9166782	5.64	42.17	190
34476.9375116	5.64	42.17	190
34476.9583449	5.64	42.17	190
34476.9791782	6.27	43.30	186
34477.0000116	6.43	43.58	185
34477.0208449	5.80	42.45	189
34477.0416782	5.96	42.73	188
34477.0625116	5.96	42.73	188
34477.0833449	6.12	43.02	187
34477.1041782	6.12	43.02	187
34477.1250116	7.52	45.54	178
34477.1458449	7.83	46.10	176
34477.1666782	6.74	44.14	183
34477.1875116	6.74	44.14	183
34477.2083449	6.58	43.86	184
34477.2291782	6.43	43.58	185
34477.2500116	6.43	43.58	185
34477.2708449	6.43	43.58	185
34477.2916782	6.58	43.86	184
34477.3125116	6.27	43.30	186
34477.3333449	6.12	43.02	187
34477.3541782	5.96	42.73	188
34477.3750116	5.64	42.17	190
34477.3958449	5.49	41.89	191
34477.4166782	5.49	41.89	191
34477.4375116	5.49	41.89	191
34477.4583449	5.33	41.61	192
34477.4791782	5.33	41.61	192
34477.5000116	5.33	41.61	192
34477.5208449	5.33	41.61	192
34477.5416782	6.12	43.02	187
34477.5625116	5.80	42.45	189
34477.5833449	5.80	42.45	189
34477.6041782	5.64	42.17	190
34477.6250116	5.64	42.17	190
34477.6458449	5.64	42.17	190
34477.6666782	5.49	41.89	191
34477.6875116	5.64	42.17	190
34477.7083449	5.96	42.73	188
34477.7291782	6.43	43.58	185
34477.7500116	6.58	43.86	184
34477.7708449	6.43	43.58	185
34477.7916782	6.12	43.02	187
34477.8125116	6.43	43.58	185
34477.8333449	6.27	43.30	186
34477.8541782	6.12	43.02	187
34477.8750116	5.80	42.45	189
34477.8958449	5.80	42.45	189
34477.9166782	5.80	42.45	189
34477.9375116	5.64	42.17	190
34477.9583449	5.96	42.73	188
34477.9791782	5.96	42.73	188
34478.0000116	5.64	42.17	190
34478.0208449	5.64	42.17	190
34478.0416782	5.64	42.17	190
34478.0625116	5.49	41.89	191
34478.0833449	5.64	42.17	190
34478.1041782	5.80	42.45	189
34478.1250116	5.96	42.73	188
34478.1458449	5.80	42.45	189
34478.1666782	6.12	43.02	187
34478.1875116	6.12	43.02	187
34478.2083449	5.80	42.45	189
34478.2291782	6.27	43.30	186
34478.2500116	6.74	44.14	183
34478.2708449	7.05	44.70	181
34478.2916782	6.74	44.14	183
34478.3125116	5.64	42.17	190
34478.3333449	5.80	42.45	189
34478.3541782	5.80	42.45	189
34478.3750116	5.64	42.17	190
34478.3958449	5.49	41.89	191
34478.4166782	5.49	41.89	191
34478.4375116	5.49	41.89	191
34478.4583449	5.33	41.61	192
34478.4791782	5.33	41.61	192
34478.5000116	5.49	41.89	191
34478.5208449	5.49	41.89	191
34478.5416782	5.80	42.45	189
34478.5625116	5.64	42.17	190
34478.5833449	5.80	42.45	189
34478.6041782	5.64	42.17	190
34478.6250116	5.64	42.17	190
34478.6458449	5.64	42.17	190
34478.6666782	5.80	42.45	189
34478.6875116	5.64	42.17	190
34478.7083449	5.80	42.45	189
34478.7291782	5.96	42.73	188
34478.7500116	6.12	43.02	187
34478.7708449	5.96	42.73	188
34478.7916782	6.27	43.30	186
34478.8125116	6.12	43.02	187
34478.8333449	6.12	43.02	187
34478.8541782	5.80	42.45	189
34478.8750116	5.64	42.17	190
34478.8958449	5.80	42.45	189
34478.9166782	5.64	42.17	190
34478.9375116	5.49	41.89	191
34478.9583449	5.49	41.89	191
34478.9791782	5.49	41.89	191
34479.0000116	5.49	41.89	191
34479.0208449	5.33	41.61	192
34479.0416782	5.33	41.61	192
34479.0625116	5.33	41.61	192
34479.0833449	5.49	41.89	191
34479.1041782	5.33	41.61	192
34479.1250116	5.49	41.89	191
34479.1458449	5.64	42.17	190
34479.1666782	5.49	41.89	191
34479.1875116	5.49	41.89	191
34479.2083449	5.49	41.89	191
34479.2291782	5.80	42.45	189
34479.2500116	5.80	42.45	189
34479.2708449	6.12	43.02	187
34479.2916782	5.64	42.17	190
34479.3125116	5.80	42.45	189
34479.3333449	5.96	42.73	188
34479.3541782	5.49	41.89	191
34479.3750116	5.49	41.89	191
34479.3958449	5.49	41.89	191
34479.4166782	5.49	41.89	191
34479.4375116	5.49	41.89	191
34479.4583449	5.49	41.89	191
34479.4791782	5.33	41.61	192
34479.5000116	5.33	41.61	192
34479.5208449	5.33	41.61	192
34479.5416782	5.33	41.61	192
34479.5625116	5.33	41.61	192
34479.5833449	5.33	41.61	192
34479.6041782	5.49	41.89	191
34479.6250116	5.49	41.89	191
34479.6458449	5.64	42.17	190
34479.6666782	5.64	42.17	190
34479.6875116	5.64	42.17	190
34479.7083449	5.64	42.17	190
34479.7291782	5.64	42.17	190
34479.7500116	5.80	42.45	189
34479.7708449	6.12	43.02	187
34479.7916782	6.12	43.02	187
34479.8125116	5.80	42.45	189
34479.8333449	5.80	42.45	189
34479.8541782	5.80	42.45	189
34479.8750116	5.80	42.45	189
34479.8958449	5.80	42.45	189
34479.9166782	5.49	41.89	191
34479.9375116	5.49	41.89	191
34479.9583449	5.49	41.89	191
34479.9791782	5.49	41.89	191
34480.0000116	5.49	41.89	191
34480.0208449	5.49	41.89	191
34480.0416782	5.49	41.89	191
34480.0625116	5.49	41.89	191
34480.0833449	5.49	41.89	191
34480.1041782	5.49	41.89	191
34480.1250116	5.64	42.17	190
34480.1458449	5.64	42.17	190
34480.1666782	5.64	42.17	190
34480.1875116	5.64	42.17	190
34480.2083449	5.64	42.17	190
34480.2291782	5.80	42.45	189
34480.2500116	5.96	42.73	188
34480.2708449	6.12	43.02	187
34480.2916782	5.80	42.45	189
34480.3125116	5.96	42.73	188
34480.3333449	5.96	42.73	188
34480.3541782	5.80	42.45	189
34480.3750116	5.96	42.73	188
34480.3958449	5.64	42.17	190
34480.4166782	5.49	41.89	191
34480.4375116	5.49	41.89	191
34480.4583449	5.49	41.89	191
34480.4791782	5.33	41.61	192
34480.5000116	5.49	41.89	191
34480.5208449	5.49	41.89	191
34480.5416782	5.49	41.89	191
34480.5625116	5.49	41.89	191
34480.5833449	5.49	41.89	191
34480.6041782	5.49	41.89	191
34480.6250116	5.49	41.89	191
34480.6458449	5.33	41.61	192
34480.6666782	5.49	41.89	191
34480.6875116	5.49	41.89	191
34480.7083449	5.49	41.89	191
34480.7291782	5.49	41.89	191
34480.7500116	5.49	41.89	191
34480.7708449	5.64	42.17	190
34480.7916782	5.49	41.89	191
34480.8125116	5.49	41.89	191
34480.8333449	6.12	43.02	187
34480.8541782	6.58	43.86	184
34480.8750116	6.12	43.02	187
34480.8958449	5.80	42.45	189
34480.9166782	5.64	42.17	190
34480.9375116	5.49	41.89	191
34480.9583449	5.49	41.89	191
34480.9791782	5.49	41.89	191
34481.0000116	5.49	41.89	191
34481.0208449	5.33	41.61	192
34481.0416782	5.33	41.61	192
34481.0625116	5.33	41.61	192
34481.0833449	5.33	41.61	192
34481.1041782	5.33	41.61	192
34481.1250116	5.33	41.61	192
34481.1458449	5.33	41.61	192
34481.1666782	5.33	41.61	192
34481.1875116	5.33	41.61	192
34481.2083449	5.49	41.89	191
34481.2291782	5.49	41.89	191
34481.2500116	5.49	41.89	191
34481.2708449	5.49	41.89	191
34481.2916782	5.49	41.89	191
34481.3125116	5.64	42.17	190
34481.3333449	5.49	41.89	191
34481.3541782	5.49	41.89	191
34481.3750116	5.64	42.17	190
34481.3958449	5.49	41.89	191
34481.4166782	5.49	41.89	191
34481.4375116	5.49	41.89	191
34481.4583449	5.49	41.89	191
34481.4791782	5.33	41.61	192
34481.5000116	5.33	41.61	192
34481.5208449	5.33	41.61	192
34481.5416782	5.33	41.61	192
34481.5625116	5.33	41.61	192
34481.5833449	5.33	41.61	192
34481.6041782	5.33	41.61	192
34481.6250116	5.33	41.61	192
34481.6458449	5.33	41.61	192
34481.6666782	5.33	41.61	192
34481.6875116	5.18	41.33	193
34481.7083449	5.33	41.61	192
34481.7291782	5.33	41.61	192
34481.7500116	5.33	41.61	192
34481.7708449	5.33	41.61	192
34481.7916782	5.33	41.61	192
34481.8125116	5.33	41.61	192
34481.8333449	5.33	41.61	192
34481.8541782	5.49	41.89	191
34481.8750116	5.49	41.89	191
34481.8958449	5.80	42.45	189
34481.9166782	5.64	42.17	190
34481.9375116	5.49	41.89	191
34481.9583449	5.33	41.61	192
34481.9791782	5.33	41.61	192
34482.0000116	5.33	41.61	192
34482.0208449	5.33	41.61	192
34482.0416782	5.33	41.61	192
34482.0625116	5.33	41.61	192
34482.0833449	5.33	41.61	192
34482.1041782	5.33	41.61	192
34482.1250116	5.33	41.61	192
34482.1458449	5.18	41.33	193
34482.1666782	5.33	41.61	192
34482.1875116	5.33	41.61	192
34482.2083449	5.33	41.61	192
34482.2291782	5.18	41.33	193
34482.2500116	5.33	41.61	192
34482.2708449	5.33	41.61	192
34482.2916782	5.33	41.61	192
34482.3125116	5.33	41.61	192
34482.3333449	5.33	41.61	192
34482.3541782	5.33	41.61	192
34482.3750116	5.33	41.61	192
34482.3958449	5.33	41.61	192
34482.4166782	5.33	41.61	192
34482.4375116	5.96	42.73	188
34482.4583449	5.96	42.73	188
34482.4791782	5.80	42.45	189
34482.5000116	5.33	41.61	192
34482.5208449	5.18	41.33	193
34482.5416782	5.18	41.33	193
34482.5625116	5.18	41.33	193
34482.5833449	5.18	41.33	193
34482.6041782	5.18	41.33	193
34482.6250116	5.18	41.33	193
34482.6458449	5.18	41.33	193
34482.6666782	5.18	41.33	193
34482.6875116	5.18	41.33	193
34482.7083449	5.18	41.33	193
34482.7291782	5.18	41.33	193
34482.7500116	5.18	41.33	193
34482.7708449	5.18	41.33	193
34482.7916782	5.18	41.33	193
34482.8125116	5.18	41.33	193
34482.8333449	5.18	41.33	193
34482.8541782	5.18	41.33	193
34482.8750116	5.18	41.33	193
34482.8958449	5.18	41.33	193
34482.9166782	5.33	41.61	192
34482.9375116	5.33	41.61	192
34482.9583449	5.33	41.61	192
34482.9791782	5.33	41.61	192
34483.0000116	5.33	41.61	192
34483.0208449	5.49	41.89	191
34483.0416782	5.33	41.61	192
34483.0625116	5.33	41.61	192
34483.0833449	5.33	41.61	192
34483.1041782	5.18	41.33	193
34483.1250116	5.18	41.33	193
34483.1458449	5.18	41.33	193
34483.1666782	5.18	41.33	193
34483.1875116	5.18	41.33	193
34483.2083449	5.33	41.61	192
34483.2291782	5.33	41.61	192
34483.2500116	5.18	41.33	193
34483.2708449	5.18	41.33	193
34483.2916782	5.18	41.33	193
34483.3125116	5.33	41.61	192
34483.3333449	5.33	41.61	192
34483.3541782	5.18	41.33	193
34483.3750116	5.18	41.33	193
34483.3958449	5.18	41.33	193
34483.4166782	5.18	41.33	193
34483.4375116	5.33	41.61	192
34483.4583449	5.33	41.61	192
34483.4791782	5.18	41.33	193
34483.5000116	5.18	41.33	193
34483.5208449	5.18	41.33	193
34483.5416782	5.18	41.33	193
34483.5625116	5.33	41.61	192
34483.5833449	5.33	41.61	192
34483.6041782	5.33	41.61	192
34483.6250116	5.33	41.61	192
34483.6458449	5.33	41.61	192
34483.6666782	5.33	41.61	192
34483.6875116	5.33	41.61	192
34483.7083449	5.33	41.61	192
34483.7291782	5.18	41.33	193
34483.7500116	5.33	41.61	192
34483.7708449	5.33	41.61	192
34483.7916782	5.33	41.61	192
34483.8125116	5.33	41.61	192
34483.8333449	5.33	41.61	192
34483.8541782	5.33	41.61	192
34483.8750116	5.33	41.61	192
34483.8958449	5.33	41.61	192
34483.9166782	5.49	41.89	191
34483.9375116	5.49	41.89	191
34483.9583449	5.49	41.89	191
34483.9791782	5.33	41.61	192
34484.0000116	5.33	41.61	192
34484.0208449	5.33	41.61	192
34484.0416782	5.33	41.61	192
34484.0625116	5.33	41.61	192
34484.0833449	5.33	41.61	192
34484.1041782	5.33	41.61	192
34484.1250116	5.33	41.61	192
34484.1458449	5.33	41.61	192
34484.1666782	5.33	41.61	192
34484.1875116	5.33	41.61	192
34484.2083449	5.49	41.89	191
34484.2291782	5.49	41.89	191
34484.2500116	5.49	41.89	191
34484.2708449	5.49	41.89	191
34484.2916782	5.49	41.89	191
34484.3125116	5.49	41.89	191
34484.3333449	5.49	41.89	191
34484.3541782	5.49	41.89	191
34484.3750116	5.49	41.89	191
34484.3958449	5.64	42.17	190
34484.4166782	5.64	42.17	190
34484.4375116	5.64	42.17	190
34484.4583449	5.64	42.17	190
34484.4791782	5.80	42.45	189
34484.5000116	5.64	42.17	190
34484.5208449	5.80	42.45	189
34484.5416782	5.80	42.45	189
34484.5625116	5.96	42.73	188
34484.5833449	5.80	42.45	189
34484.6041782	5.80	42.45	189
34484.6250116	5.80	42.45	189
34484.6458449	5.80	42.45	189
34484.6666782	5.64	42.17	190
34484.6875116	5.80	42.45	189
34484.7083449	5.64	42.17	190
34484.7291782	5.49	41.89	191
34484.7500116	5.49	41.89	191
34484.7708449	5.64	42.17	190
34484.7916782	5.64	42.17	190
34484.8125116	5.64	42.17	190
34484.8333449	5.49	41.89	191
34484.8541782	5.49	41.89	191
34484.8750116	5.49	41.89	191
34484.8958449	5.49	41.89	191
34484.9166782	5.49	41.89	191
34484.9375116	5.64	42.17	190
34484.9583449	5.49	41.89	191
34484.9791782	5.49	41.89	191
34485.0000116	5.49	41.89	191
34485.0208449	5.49	41.89	191
34485.0416782	5.49	41.89	191
34485.0625116	5.49	41.89	191
34485.0833449	5.49	41.89	191
34485.1041782	5.49	41.89	191
34485.1250116	5.49	41.89	191
34485.1458449	5.49	41.89	191
34485.1666782	5.49	41.89	191
34485.1875116	5.49	41.89	191
34485.2083449	5.33	41.61	192
34485.2291782	5.33	41.61	192
34485.2500116	5.33	41.61	192
34485.2708449	5.33	41.61	192
34485.2916782	5.33	41.61	192
34485.3125116	5.49	41.89	191
34485.3333449	5.49	41.89	191
34485.3541782	5.64	42.17	190
34485.3750116	5.49	41.89	191
34485.3958449	5.64	42.17	190
34485.4166782	5.49	41.89	191
34485.4375116	5.64	42.17	190
34485.4583449	5.64	42.17	190
34485.4791782	5.49	41.89	191
34485.5000116	5.49	41.89	191
34485.5208449	5.64	42.17	190
34485.5416782	5.49	41.89	191
34485.5625116	5.49	41.89	191
34485.5833449	5.33	41.61	192
34485.6041782	5.49	41.89	191
34485.6250116	5.33	41.61	192
34485.6458449	5.33	41.61	192
34485.6666782	5.33	41.61	192
34485.6875116	5.33	41.61	192
34485.7083449	5.33	41.61	192
34485.7291782	5.33	41.61	192
34485.7500116	5.33	41.61	192
34485.7708449	5.18	41.33	193
34485.7916782	5.33	41.61	192
34485.8125116	5.33	41.61	192
34485.8333449	5.33	41.61	192
34485.8541782	5.49	41.89	191
34485.8750116	5.33	41.61	192
34485.8958449	5.49	41.89	191
34485.9166782	5.49	41.89	191
34485.9375116	5.49	41.89	191
34485.9583449	5.49	41.89	191
34485.9791782	5.49	41.89	191
34486.0000116	5.49	41.89	191
34486.0208449	5.49	41.89	191
34486.0416782	5.49	41.89	191
34486.0625116	5.49	41.89	191
34486.0833449	5.49	41.89	191
34486.1041782	5.49	41.89	191
34486.1250116	5.33	41.61	192
34486.1458449	5.49	41.89	191
34486.1666782	5.49	41.89	191
34486.1875116	5.49	41.89	191
34486.2083449	5.49	41.89	191
34486.2291782	5.33	41.61	192
34486.2500116	5.33	41.61	192
34486.2708449	5.33	41.61	192
34486.2916782	5.33	41.61	192
34486.3125116	5.33	41.61	192
34486.3333449	5.33	41.61	192
34486.3541782	5.18	41.33	193
34486.3750116	5.33	41.61	192
34486.3958449	5.49	41.89	191
34486.4166782	5.49	41.89	191
34486.4375116	5.49	41.89	191
34486.4583449	5.64	42.17	190
34486.4791782	5.80	42.45	189
34486.5000116	5.96	42.73	188
34486.5208449	6.12	43.02	187
34486.5416782	5.80	42.45	189
34486.5625116	5.96	42.73	188
34486.5833449	6.12	43.02	187
34486.6041782	6.12	43.02	187
34486.6250116	6.27	43.30	186
34486.6458449	5.96	42.73	188
34486.6666782	5.80	42.45	189
34486.6875116	5.80	42.45	189
34486.7083449	5.96	42.73	188
34486.7291782	5.80	42.45	189
34486.7500116	5.96	42.73	188
34486.7708449	5.80	42.45	189
34486.7916782	5.80	42.45	189
