"Time"	"Temperature   (*C)"	"Temperature   (*F)"
5/24/00 7:00:00.0 PM	6.68	44.04
5/24/00 7:30:00.0 PM	6.84	44.32
5/24/00 8:00:00.0 PM	6.68	44.04
5/24/00 8:30:00.0 PM	6.84	44.32
5/24/00 9:00:00.0 PM	7.15	44.88
5/24/00 9:30:00.0 PM	6.84	44.32
5/24/00 10:00:00.0 PM	6.84	44.32
5/24/00 10:30:00.0 PM	6.84	44.32
5/24/00 11:00:00.0 PM	6.84	44.32
5/24/00 11:30:00.0 PM	6.84	44.32
5/25/00 12:00:00.0 AM	6.84	44.32
5/25/00 12:30:00.0 AM	6.84	44.32
5/25/00 1:00:00.0 AM	6.84	44.32
5/25/00 1:30:00.0 AM	6.84	44.32
5/25/00 2:00:00.0 AM	6.84	44.32
5/25/00 2:30:00.0 AM	6.68	44.04
5/25/00 3:00:00.0 AM	6.22	43.20
5/25/00 3:30:00.0 AM	6.22	43.20
5/25/00 4:00:00.0 AM	6.22	43.20
5/25/00 4:30:00.0 AM	6.06	42.92
5/25/00 5:00:00.0 AM	6.22	43.20
5/25/00 5:30:00.0 AM	6.22	43.20
5/25/00 6:00:00.0 AM	6.22	43.20
5/25/00 6:30:00.0 AM	6.22	43.20
5/25/00 7:00:00.0 AM	6.22	43.20
5/25/00 7:30:00.0 AM	6.22	43.20
5/25/00 8:00:00.0 AM	6.53	43.76
5/25/00 8:30:00.0 AM	6.53	43.76
5/25/00 9:00:00.0 AM	6.68	44.04
5/25/00 9:30:00.0 AM	6.68	44.04
5/25/00 10:00:00.0 AM	6.84	44.32
5/25/00 10:30:00.0 AM	6.68	44.04
5/25/00 11:00:00.0 AM	6.53	43.76
5/25/00 11:30:00.0 AM	6.68	44.04
5/25/00 12:00:00.0 PM	6.53	43.76
5/25/00 12:30:00.0 PM	6.68	44.04
5/25/00 1:00:00.0 PM	6.68	44.04
5/25/00 1:30:00.0 PM	6.22	43.20
5/25/00 2:00:00.0 PM	6.22	43.20
5/25/00 2:30:00.0 PM	6.22	43.20
5/25/00 3:00:00.0 PM	6.22	43.20
5/25/00 3:30:00.0 PM	6.37	43.48
5/25/00 4:00:00.0 PM	6.37	43.48
5/25/00 4:30:00.0 PM	6.22	43.20
5/25/00 5:00:00.0 PM	6.37	43.48
5/25/00 5:30:00.0 PM	6.22	43.20
5/25/00 6:00:00.0 PM	6.53	43.76
5/25/00 6:30:00.0 PM	6.37	43.48
5/25/00 7:00:00.0 PM	6.37	43.48
5/25/00 7:30:00.0 PM	6.53	43.76
5/25/00 8:00:00.0 PM	6.37	43.48
5/25/00 8:30:00.0 PM	6.53	43.76
5/25/00 9:00:00.0 PM	6.53	43.76
5/25/00 9:30:00.0 PM	6.53	43.76
5/25/00 10:00:00.0 PM	6.53	43.76
5/25/00 10:30:00.0 PM	6.68	44.04
5/25/00 11:00:00.0 PM	6.84	44.32
5/25/00 11:30:00.0 PM	6.84	44.32
5/26/00 12:00:00.0 AM	6.68	44.04
5/26/00 12:30:00.0 AM	6.68	44.04
5/26/00 1:00:00.0 AM	6.68	44.04
5/26/00 1:30:00.0 AM	6.68	44.04
5/26/00 2:00:00.0 AM	6.53	43.76
5/26/00 2:30:00.0 AM	6.53	43.76
5/26/00 3:00:00.0 AM	6.53	43.76
5/26/00 3:30:00.0 AM	6.22	43.20
5/26/00 4:00:00.0 AM	6.22	43.20
5/26/00 4:30:00.0 AM	6.22	43.20
5/26/00 5:00:00.0 AM	6.22	43.20
5/26/00 5:30:00.0 AM	6.22	43.20
5/26/00 6:00:00.0 AM	6.06	42.92
5/26/00 6:30:00.0 AM	6.06	42.92
5/26/00 7:00:00.0 AM	6.06	42.92
5/26/00 7:30:00.0 AM	6.22	43.20
5/26/00 8:00:00.0 AM	6.22	43.20
5/26/00 8:30:00.0 AM	6.22	43.20
5/26/00 9:00:00.0 AM	6.22	43.20
5/26/00 9:30:00.0 AM	6.22	43.20
5/26/00 10:00:00.0 AM	6.37	43.48
5/26/00 10:30:00.0 AM	6.53	43.76
5/26/00 11:00:00.0 AM	6.53	43.76
5/26/00 11:30:00.0 AM	6.53	43.76
5/26/00 12:00:00.0 PM	6.53	43.76
5/26/00 12:30:00.0 PM	6.53	43.76
5/26/00 1:00:00.0 PM	6.53	43.76
5/26/00 1:30:00.0 PM	6.53	43.76
5/26/00 2:00:00.0 PM	6.53	43.76
5/26/00 2:30:00.0 PM	6.53	43.76
5/26/00 3:00:00.0 PM	6.68	44.04
5/26/00 3:30:00.0 PM	6.53	43.76
5/26/00 4:00:00.0 PM	6.53	43.76
5/26/00 4:30:00.0 PM	6.37	43.48
5/26/00 5:00:00.0 PM	6.22	43.20
5/26/00 5:30:00.0 PM	6.22	43.20
5/26/00 6:00:00.0 PM	6.22	43.20
5/26/00 6:30:00.0 PM	6.22	43.20
5/26/00 7:00:00.0 PM	6.22	43.20
5/26/00 7:30:00.0 PM	6.22	43.20
5/26/00 8:00:00.0 PM	6.22	43.20
5/26/00 8:30:00.0 PM	6.37	43.48
5/26/00 9:00:00.0 PM	6.37	43.48
5/26/00 9:30:00.0 PM	6.53	43.76
5/26/00 10:00:00.0 PM	6.53	43.76
5/26/00 10:30:00.0 PM	6.53	43.76
5/26/00 11:00:00.0 PM	6.53	43.76
5/26/00 11:30:00.0 PM	6.53	43.76
5/27/00 12:00:00.0 AM	6.53	43.76
5/27/00 12:30:00.0 AM	6.53	43.76
5/27/00 1:00:00.0 AM	6.68	44.04
5/27/00 1:30:00.0 AM	6.53	43.76
5/27/00 2:00:00.0 AM	6.68	44.04
5/27/00 2:30:00.0 AM	6.84	44.32
5/27/00 3:00:00.0 AM	6.84	44.32
5/27/00 3:30:00.0 AM	6.84	44.32
5/27/00 4:00:00.0 AM	6.84	44.32
5/27/00 4:30:00.0 AM	6.84	44.32
5/27/00 5:00:00.0 AM	6.84	44.32
5/27/00 5:30:00.0 AM	6.84	44.32
5/27/00 6:00:00.0 AM	6.84	44.32
5/27/00 6:30:00.0 AM	6.84	44.32
5/27/00 7:00:00.0 AM	6.84	44.32
5/27/00 7:30:00.0 AM	6.84	44.32
5/27/00 8:00:00.0 AM	7.15	44.88
5/27/00 8:30:00.0 AM	7.31	45.16
5/27/00 9:00:00.0 AM	7.31	45.16
5/27/00 9:30:00.0 AM	7.46	45.44
5/27/00 10:00:00.0 AM	7.46	45.44
5/27/00 10:30:00.0 AM	7.46	45.44
5/27/00 11:00:00.0 AM	7.77	45.99
5/27/00 11:30:00.0 AM	7.61	45.71
5/27/00 12:00:00.0 PM	7.15	44.88
5/27/00 12:30:00.0 PM	7.31	45.16
5/27/00 1:00:00.0 PM	7.31	45.16
5/27/00 1:30:00.0 PM	7.31	45.16
5/27/00 2:00:00.0 PM	7.31	45.16
5/27/00 2:30:00.0 PM	7.31	45.16
5/27/00 3:00:00.0 PM	7.31	45.16
5/27/00 3:30:00.0 PM	7.15	44.88
5/27/00 4:00:00.0 PM	7.15	44.88
5/27/00 4:30:00.0 PM	6.99	44.60
5/27/00 5:00:00.0 PM	6.99	44.60
5/27/00 5:30:00.0 PM	6.99	44.60
5/27/00 6:00:00.0 PM	6.99	44.60
5/27/00 6:30:00.0 PM	6.84	44.32
5/27/00 7:00:00.0 PM	6.84	44.32
5/27/00 7:30:00.0 PM	6.84	44.32
5/27/00 8:00:00.0 PM	6.84	44.32
5/27/00 8:30:00.0 PM	6.84	44.32
5/27/00 9:00:00.0 PM	7.15	44.88
5/27/00 9:30:00.0 PM	7.15	44.88
5/27/00 10:00:00.0 PM	7.15	44.88
5/27/00 10:30:00.0 PM	7.31	45.16
5/27/00 11:00:00.0 PM	7.46	45.44
5/27/00 11:30:00.0 PM	7.61	45.71
5/28/00 12:00:00.0 AM	7.61	45.71
5/28/00 12:30:00.0 AM	7.61	45.71
5/28/00 1:00:00.0 AM	7.61	45.71
5/28/00 1:30:00.0 AM	7.61	45.71
5/28/00 2:00:00.0 AM	7.46	45.44
5/28/00 2:30:00.0 AM	7.46	45.44
5/28/00 3:00:00.0 AM	7.46	45.44
5/28/00 3:30:00.0 AM	7.31	45.16
5/28/00 4:00:00.0 AM	7.31	45.16
5/28/00 4:30:00.0 AM	7.31	45.16
5/28/00 5:00:00.0 AM	7.31	45.16
5/28/00 5:30:00.0 AM	7.15	44.88
5/28/00 6:00:00.0 AM	7.31	45.16
5/28/00 6:30:00.0 AM	7.15	44.88
5/28/00 7:00:00.0 AM	7.15	44.88
5/28/00 7:30:00.0 AM	6.84	44.32
5/28/00 8:00:00.0 AM	6.84	44.32
5/28/00 8:30:00.0 AM	6.99	44.60
5/28/00 9:00:00.0 AM	7.31	45.16
5/28/00 9:30:00.0 AM	7.31	45.16
5/28/00 10:00:00.0 AM	7.31	45.16
5/28/00 10:30:00.0 AM	7.31	45.16
5/28/00 11:00:00.0 AM	7.46	45.44
5/28/00 11:30:00.0 AM	7.46	45.44
5/28/00 12:00:00.0 PM	7.46	45.44
5/28/00 12:30:00.0 PM	7.61	45.71
5/28/00 1:00:00.0 PM	7.61	45.71
5/28/00 1:30:00.0 PM	7.77	45.99
5/28/00 2:00:00.0 PM	7.61	45.71
5/28/00 2:30:00.0 PM	7.61	45.71
5/28/00 3:00:00.0 PM	7.46	45.44
5/28/00 3:30:00.0 PM	7.61	45.71
5/28/00 4:00:00.0 PM	7.46	45.44
5/28/00 4:30:00.0 PM	7.46	45.44
5/28/00 5:00:00.0 PM	7.31	45.16
5/28/00 5:30:00.0 PM	7.15	44.88
5/28/00 6:00:00.0 PM	7.46	45.44
5/28/00 6:30:00.0 PM	7.31	45.16
5/28/00 7:00:00.0 PM	7.31	45.16
5/28/00 7:30:00.0 PM	7.31	45.16
5/28/00 8:00:00.0 PM	7.15	44.88
5/28/00 8:30:00.0 PM	7.31	45.16
5/28/00 9:00:00.0 PM	7.46	45.44
5/28/00 9:30:00.0 PM	7.46	45.44
5/28/00 10:00:00.0 PM	7.61	45.71
5/28/00 10:30:00.0 PM	7.61	45.71
5/28/00 11:00:00.0 PM	7.77	45.99
5/28/00 11:30:00.0 PM	7.92	46.27
5/29/00 12:00:00.0 AM	7.92	46.27
5/29/00 12:30:00.0 AM	7.77	45.99
5/29/00 1:00:00.0 AM	7.61	45.71
5/29/00 1:30:00.0 AM	8.08	46.55
5/29/00 2:00:00.0 AM	7.77	45.99
5/29/00 2:30:00.0 AM	7.61	45.71
5/29/00 3:00:00.0 AM	7.61	45.71
5/29/00 3:30:00.0 AM	7.46	45.44
5/29/00 4:00:00.0 AM	7.46	45.44
5/29/00 4:30:00.0 AM	7.77	45.99
5/29/00 5:00:00.0 AM	7.46	45.44
5/29/00 5:30:00.0 AM	7.31	45.16
5/29/00 6:00:00.0 AM	7.31	45.16
5/29/00 6:30:00.0 AM	7.31	45.16
5/29/00 7:00:00.0 AM	6.99	44.60
5/29/00 7:30:00.0 AM	6.99	44.60
5/29/00 8:00:00.0 AM	7.15	44.88
5/29/00 8:30:00.0 AM	7.31	45.16
5/29/00 9:00:00.0 AM	7.31	45.16
5/29/00 9:30:00.0 AM	7.31	45.16
5/29/00 10:00:00.0 AM	7.61	45.71
5/29/00 10:30:00.0 AM	7.46	45.44
5/29/00 11:00:00.0 AM	7.46	45.44
5/29/00 11:30:00.0 AM	7.46	45.44
5/29/00 12:00:00.0 PM	8.08	46.55
5/29/00 12:30:00.0 PM	9.47	49.05
5/29/00 1:00:00.0 PM	9.00	48.21
5/29/00 1:30:00.0 PM	10.09	50.17
5/29/00 2:00:00.0 PM	9.93	49.89
5/29/00 2:30:00.0 PM	10.56	51.01
5/29/00 3:00:00.0 PM	9.16	48.49
5/29/00 3:30:00.0 PM	9.00	48.21
5/29/00 4:00:00.0 PM	8.84	47.93
5/29/00 4:30:00.0 PM	9.00	48.21
5/29/00 5:00:00.0 PM	7.92	46.27
5/29/00 5:30:00.0 PM	8.69	47.66
5/29/00 6:00:00.0 PM	7.77	45.99
5/29/00 6:30:00.0 PM	7.61	45.71
5/29/00 7:00:00.0 PM	7.61	45.71
5/29/00 7:30:00.0 PM	7.61	45.71
5/29/00 8:00:00.0 PM	7.46	45.44
5/29/00 8:30:00.0 PM	7.46	45.44
5/29/00 9:00:00.0 PM	7.61	45.71
5/29/00 9:30:00.0 PM	7.77	45.99
5/29/00 10:00:00.0 PM	7.77	45.99
5/29/00 10:30:00.0 PM	8.38	47.10
5/29/00 11:00:00.0 PM	8.84	47.93
5/29/00 11:30:00.0 PM	9.00	48.21
5/30/00 12:00:00.0 AM	9.00	48.21
5/30/00 12:30:00.0 AM	9.16	48.49
5/30/00 1:00:00.0 AM	9.31	48.77
5/30/00 1:30:00.0 AM	10.09	50.17
5/30/00 2:00:00.0 AM	10.40	50.73
5/30/00 2:30:00.0 AM	9.78	49.61
5/30/00 3:00:00.0 AM	9.62	49.33
5/30/00 3:30:00.0 AM	9.93	49.89
5/30/00 4:00:00.0 AM	9.93	49.89
5/30/00 4:30:00.0 AM	9.16	48.49
5/30/00 5:00:00.0 AM	9.16	48.49
5/30/00 5:30:00.0 AM	9.00	48.21
5/30/00 6:00:00.0 AM	9.00	48.21
5/30/00 6:30:00.0 AM	8.69	47.66
5/30/00 7:00:00.0 AM	8.69	47.66
5/30/00 7:30:00.0 AM	8.38	47.10
5/30/00 8:00:00.0 AM	7.61	45.71
5/30/00 8:30:00.0 AM	7.61	45.71
5/30/00 9:00:00.0 AM	7.92	46.27
5/30/00 9:30:00.0 AM	7.61	45.71
5/30/00 10:00:00.0 AM	7.77	45.99
5/30/00 10:30:00.0 AM	7.77	45.99
5/30/00 11:00:00.0 AM	7.77	45.99
5/30/00 11:30:00.0 AM	7.77	45.99
5/30/00 12:00:00.0 PM	8.38	47.10
5/30/00 12:30:00.0 PM	8.23	46.82
5/30/00 1:00:00.0 PM	8.54	47.38
5/30/00 1:30:00.0 PM	8.84	47.93
5/30/00 2:00:00.0 PM	8.84	47.93
5/30/00 2:30:00.0 PM	7.92	46.27
5/30/00 3:00:00.0 PM	8.08	46.55
5/30/00 3:30:00.0 PM	8.08	46.55
5/30/00 4:00:00.0 PM	8.38	47.10
5/30/00 4:30:00.0 PM	8.23	46.82
5/30/00 5:00:00.0 PM	7.46	45.44
5/30/00 5:30:00.0 PM	7.15	44.88
5/30/00 6:00:00.0 PM	7.15	44.88
5/30/00 6:30:00.0 PM	6.99	44.60
5/30/00 7:00:00.0 PM	6.99	44.60
5/30/00 7:30:00.0 PM	6.84	44.32
5/30/00 8:00:00.0 PM	6.84	44.32
5/30/00 8:30:00.0 PM	6.99	44.60
5/30/00 9:00:00.0 PM	6.99	44.60
5/30/00 9:30:00.0 PM	7.15	44.88
5/30/00 10:00:00.0 PM	7.15	44.88
5/30/00 10:30:00.0 PM	7.46	45.44
5/30/00 11:00:00.0 PM	7.61	45.71
5/30/00 11:30:00.0 PM	7.46	45.44
5/31/00 12:00:00.0 AM	7.77	45.99
5/31/00 12:30:00.0 AM	7.61	45.71
5/31/00 1:00:00.0 AM	8.38	47.10
5/31/00 1:30:00.0 AM	9.00	48.21
5/31/00 2:00:00.0 AM	9.00	48.21
5/31/00 2:30:00.0 AM	10.09	50.17
5/31/00 3:00:00.0 AM	10.24	50.45
5/31/00 3:30:00.0 AM	10.71	51.29
5/31/00 4:00:00.0 AM	11.02	51.85
5/31/00 4:30:00.0 AM	9.62	49.33
5/31/00 5:00:00.0 AM	8.54	47.38
5/31/00 5:30:00.0 AM	8.69	47.66
5/31/00 6:00:00.0 AM	8.54	47.38
5/31/00 6:30:00.0 AM	8.23	46.82
5/31/00 7:00:00.0 AM	8.08	46.55
5/31/00 7:30:00.0 AM	7.61	45.71
5/31/00 8:00:00.0 AM	6.99	44.60
5/31/00 8:30:00.0 AM	7.15	44.88
5/31/00 9:00:00.0 AM	6.99	44.60
5/31/00 9:30:00.0 AM	6.84	44.32
5/31/00 10:00:00.0 AM	6.84	44.32
5/31/00 10:30:00.0 AM	6.99	44.60
5/31/00 11:00:00.0 AM	6.84	44.32
5/31/00 11:30:00.0 AM	6.68	44.04
5/31/00 12:00:00.0 PM	6.99	44.60
5/31/00 12:30:00.0 PM	7.31	45.16
5/31/00 1:00:00.0 PM	7.31	45.16
5/31/00 1:30:00.0 PM	7.15	44.88
5/31/00 2:00:00.0 PM	7.15	44.88
5/31/00 2:30:00.0 PM	7.46	45.44
5/31/00 3:00:00.0 PM	8.38	47.10
5/31/00 3:30:00.0 PM	8.23	46.82
5/31/00 4:00:00.0 PM	9.00	48.21
5/31/00 4:30:00.0 PM	8.38	47.10
5/31/00 5:00:00.0 PM	8.08	46.55
5/31/00 5:30:00.0 PM	7.92	46.27
5/31/00 6:00:00.0 PM	7.77	45.99
5/31/00 6:30:00.0 PM	7.77	45.99
5/31/00 7:00:00.0 PM	7.77	45.99
5/31/00 7:30:00.0 PM	6.84	44.32
5/31/00 8:00:00.0 PM	7.15	44.88
5/31/00 8:30:00.0 PM	7.15	44.88
5/31/00 9:00:00.0 PM	6.99	44.60
5/31/00 9:30:00.0 PM	6.68	44.04
5/31/00 10:00:00.0 PM	6.68	44.04
5/31/00 10:30:00.0 PM	6.53	43.76
5/31/00 11:00:00.0 PM	6.53	43.76
5/31/00 11:30:00.0 PM	6.53	43.76
6/1/00 12:00:00.0 AM	6.53	43.76
6/1/00 12:30:00.0 AM	6.68	44.04
6/1/00 1:00:00.0 AM	6.99	44.60
6/1/00 1:30:00.0 AM	6.84	44.32
6/1/00 2:00:00.0 AM	6.84	44.32
6/1/00 2:30:00.0 AM	6.84	44.32
6/1/00 3:00:00.0 AM	6.99	44.60
6/1/00 3:30:00.0 AM	7.46	45.44
6/1/00 4:00:00.0 AM	7.31	45.16
6/1/00 4:30:00.0 AM	7.46	45.44
6/1/00 5:00:00.0 AM	7.31	45.16
6/1/00 5:30:00.0 AM	7.31	45.16
6/1/00 6:00:00.0 AM	7.31	45.16
6/1/00 6:30:00.0 AM	7.46	45.44
6/1/00 7:00:00.0 AM	7.46	45.44
6/1/00 7:30:00.0 AM	7.31	45.16
6/1/00 8:00:00.0 AM	6.99	44.60
6/1/00 8:30:00.0 AM	6.84	44.32
6/1/00 9:00:00.0 AM	6.99	44.60
6/1/00 9:30:00.0 AM	6.84	44.32
6/1/00 10:00:00.0 AM	6.84	44.32
6/1/00 10:30:00.0 AM	6.68	44.04
6/1/00 11:00:00.0 AM	6.68	44.04
6/1/00 11:30:00.0 AM	6.68	44.04
6/1/00 12:00:00.0 PM	6.68	44.04
6/1/00 12:30:00.0 PM	6.84	44.32
6/1/00 1:00:00.0 PM	6.84	44.32
6/1/00 1:30:00.0 PM	6.99	44.60
6/1/00 2:00:00.0 PM	6.99	44.60
6/1/00 2:30:00.0 PM	6.84	44.32
6/1/00 3:00:00.0 PM	6.99	44.60
6/1/00 3:30:00.0 PM	6.99	44.60
6/1/00 4:00:00.0 PM	6.99	44.60
6/1/00 4:30:00.0 PM	7.15	44.88
6/1/00 5:00:00.0 PM	6.99	44.60
6/1/00 5:30:00.0 PM	6.99	44.60
6/1/00 6:00:00.0 PM	7.61	45.71
6/1/00 6:30:00.0 PM	7.46	45.44
6/1/00 7:00:00.0 PM	7.31	45.16
6/1/00 7:30:00.0 PM	6.84	44.32
6/1/00 8:00:00.0 PM	6.84	44.32
6/1/00 8:30:00.0 PM	6.84	44.32
6/1/00 9:00:00.0 PM	6.99	44.60
6/1/00 9:30:00.0 PM	6.84	44.32
6/1/00 10:00:00.0 PM	6.68	44.04
6/1/00 10:30:00.0 PM	6.68	44.04
6/1/00 11:00:00.0 PM	6.53	43.76
6/1/00 11:30:00.0 PM	6.84	44.32
6/2/00 12:00:00.0 AM	6.68	44.04
6/2/00 12:30:00.0 AM	6.53	43.76
6/2/00 1:00:00.0 AM	6.37	43.48
6/2/00 1:30:00.0 AM	6.53	43.76
6/2/00 2:00:00.0 AM	6.68	44.04
6/2/00 2:30:00.0 AM	6.68	44.04
6/2/00 3:00:00.0 AM	6.84	44.32
6/2/00 3:30:00.0 AM	6.68	44.04
6/2/00 4:00:00.0 AM	6.68	44.04
6/2/00 4:30:00.0 AM	6.68	44.04
6/2/00 5:00:00.0 AM	6.68	44.04
6/2/00 5:30:00.0 AM	6.84	44.32
6/2/00 6:00:00.0 AM	6.99	44.60
6/2/00 6:30:00.0 AM	6.84	44.32
6/2/00 7:00:00.0 AM	6.99	44.60
6/2/00 7:30:00.0 AM	6.99	44.60
6/2/00 8:00:00.0 AM	6.99	44.60
6/2/00 8:30:00.0 AM	6.99	44.60
6/2/00 9:00:00.0 AM	6.99	44.60
6/2/00 9:30:00.0 AM	6.99	44.60
6/2/00 10:00:00.0 AM	6.68	44.04
6/2/00 10:30:00.0 AM	6.53	43.76
6/2/00 11:00:00.0 AM	6.84	44.32
6/2/00 11:30:00.0 AM	6.53	43.76
6/2/00 12:00:00.0 PM	6.53	43.76
6/2/00 12:30:00.0 PM	6.53	43.76
6/2/00 1:00:00.0 PM	6.53	43.76
6/2/00 1:30:00.0 PM	6.68	44.04
6/2/00 2:00:00.0 PM	6.68	44.04
6/2/00 2:30:00.0 PM	6.84	44.32
6/2/00 3:00:00.0 PM	6.84	44.32
6/2/00 3:30:00.0 PM	6.68	44.04
6/2/00 4:00:00.0 PM	6.84	44.32
6/2/00 4:30:00.0 PM	6.99	44.60
6/2/00 5:00:00.0 PM	6.84	44.32
6/2/00 5:30:00.0 PM	6.84	44.32
6/2/00 6:00:00.0 PM	6.84	44.32
6/2/00 6:30:00.0 PM	6.84	44.32
6/2/00 7:00:00.0 PM	6.99	44.60
6/2/00 7:30:00.0 PM	6.84	44.32
6/2/00 8:00:00.0 PM	6.84	44.32
6/2/00 8:30:00.0 PM	6.68	44.04
6/2/00 9:00:00.0 PM	6.53	43.76
6/2/00 9:30:00.0 PM	6.53	43.76
6/2/00 10:00:00.0 PM	6.53	43.76
6/2/00 10:30:00.0 PM	6.84	44.32
6/2/00 11:00:00.0 PM	6.68	44.04
6/2/00 11:30:00.0 PM	6.68	44.04
6/3/00 12:00:00.0 AM	6.68	44.04
6/3/00 12:30:00.0 AM	6.68	44.04
6/3/00 1:00:00.0 AM	6.68	44.04
6/3/00 1:30:00.0 AM	6.53	43.76
6/3/00 2:00:00.0 AM	6.53	43.76
6/3/00 2:30:00.0 AM	6.68	44.04
6/3/00 3:00:00.0 AM	6.68	44.04
6/3/00 3:30:00.0 AM	6.84	44.32
6/3/00 4:00:00.0 AM	6.84	44.32
6/3/00 4:30:00.0 AM	6.99	44.60
6/3/00 5:00:00.0 AM	6.99	44.60
6/3/00 5:30:00.0 AM	7.15	44.88
6/3/00 6:00:00.0 AM	7.15	44.88
6/3/00 6:30:00.0 AM	6.99	44.60
6/3/00 7:00:00.0 AM	6.99	44.60
6/3/00 7:30:00.0 AM	7.15	44.88
6/3/00 8:00:00.0 AM	7.15	44.88
6/3/00 8:30:00.0 AM	7.15	44.88
6/3/00 9:00:00.0 AM	6.84	44.32
6/3/00 9:30:00.0 AM	6.84	44.32
6/3/00 10:00:00.0 AM	6.84	44.32
6/3/00 10:30:00.0 AM	6.68	44.04
6/3/00 11:00:00.0 AM	6.68	44.04
6/3/00 11:30:00.0 AM	6.53	43.76
6/3/00 12:00:00.0 PM	6.53	43.76
6/3/00 12:30:00.0 PM	6.53	43.76
6/3/00 1:00:00.0 PM	6.53	43.76
6/3/00 1:30:00.0 PM	6.68	44.04
6/3/00 2:00:00.0 PM	6.68	44.04
6/3/00 2:30:00.0 PM	7.15	44.88
6/3/00 3:00:00.0 PM	6.99	44.60
6/3/00 3:30:00.0 PM	7.31	45.16
6/3/00 4:00:00.0 PM	7.31	45.16
6/3/00 4:30:00.0 PM	7.31	45.16
6/3/00 5:00:00.0 PM	7.46	45.44
6/3/00 5:30:00.0 PM	7.46	45.44
6/3/00 6:00:00.0 PM	7.31	45.16
6/3/00 6:30:00.0 PM	6.99	44.60
6/3/00 7:00:00.0 PM	7.15	44.88
6/3/00 7:30:00.0 PM	7.15	44.88
6/3/00 8:00:00.0 PM	6.99	44.60
6/3/00 8:30:00.0 PM	6.84	44.32
6/3/00 9:00:00.0 PM	6.84	44.32
6/3/00 9:30:00.0 PM	6.84	44.32
6/3/00 10:00:00.0 PM	6.84	44.32
6/3/00 10:30:00.0 PM	6.84	44.32
6/3/00 11:00:00.0 PM	6.53	43.76
6/3/00 11:30:00.0 PM	6.53	43.76
6/4/00 12:00:00.0 AM	6.53	43.76
6/4/00 12:30:00.0 AM	6.53	43.76
6/4/00 1:00:00.0 AM	6.37	43.48
6/4/00 1:30:00.0 AM	6.53	43.76
6/4/00 2:00:00.0 AM	6.37	43.48
6/4/00 2:30:00.0 AM	6.53	43.76
6/4/00 3:00:00.0 AM	6.53	43.76
6/4/00 3:30:00.0 AM	6.99	44.60
6/4/00 4:00:00.0 AM	7.31	45.16
6/4/00 4:30:00.0 AM	7.61	45.71
6/4/00 5:00:00.0 AM	7.61	45.71
6/4/00 5:30:00.0 AM	7.77	45.99
