Date,YY,MM,godas_5,godas_15,godas_25
2011-09-01,2011,9,15.904382324218773,14.096154785156273,12.837274169921898
2011-10-01,2011,10,13.081414794921898,12.628228759765648,11.680627441406273
2011-11-01,2011,11,8.956842041015648,8.981256103515648,9.194879150390648
2011-12-01,2011,12,7.220330810546898,7.325646972656273,7.676599121093773
2012-01-01,2012,1,5.018426513671898,5.134393310546898,5.491479492187523
2012-02-01,2012,2,4.127282714843773,4.177636718750023,4.377557373046898
2012-03-01,2012,3,4.931451416015648,4.771234130859398,4.981805419921898
2012-04-01,2012,4,6.452813720703148,6.188806152343773,6.150659179687523
2012-05-01,2012,5,10.522454833984398,8.846978759765648,8.352593994140648
2012-06-01,2012,6,14.415093994140648,11.448693847656273,9.844934082031273
2012-07-01,2012,7,18.881463623046898,13.319451904296898,11.427331542968773
2012-08-01,2012,8,19.949609375000023,15.022393798828148,12.994439697265648
2012-09-01,2012,9,16.647515869140648,13.914575195312525,12.568719482421898
2012-10-01,2012,10,12.446649169921898,11.706567382812525,10.408013916015648
2012-11-01,2012,11,9.008721923828148,9.101800537109398,9.329187011718773
2012-12-01,2012,12,7.261529541015648,7.307336425781273,7.499597167968773
2013-01-01,2013,1,4.968072509765648,4.977227783203148,5.039788818359398
2013-02-01,2013,2,3.7671752929687727,3.7870117187500223,3.8236328125000223
2013-03-01,2013,3,3.8724609375000223,3.8526245117187727,3.8755126953125223
2013-04-01,2013,4,5.282434082031273,5.041314697265648,4.830743408203148
2013-05-01,2013,5,9.014825439453148,8.006188964843773,6.611505126953148
2013-06-01,2013,6,14.329614257812525,11.669946289062525,9.942590332031273
2013-07-01,2013,7,18.899774169921898,12.860162353515648,11.520410156250025
2013-08-01,2013,8,18.124597167968773,12.724359130859398,11.689782714843773
2013-09-01,2013,9,15.588525390625025,12.391717529296898,11.657739257812525
2013-10-01,2013,10,12.783868408203148,12.452752685546898,11.694360351562525
2013-11-01,2013,11,9.457360839843773,9.521447753906273,9.732019042968773
2013-12-01,2013,12,5.856164550781273,5.930932617187523,6.196435546875023
2014-01-01,2014,1,4.279870605468773,4.316522216796898,4.411126708984398
2014-02-01,2014,2,2.9736877441406477,3.0347229003906477,3.1979919433593977
2014-03-01,2014,3,3.3200927734375227,3.3155151367187727,3.3429809570312727
2014-04-01,2014,4,4.604913330078148,4.630853271484398,4.701043701171898
2014-05-01,2014,5,8.494500732421898,8.038232421875023,7.868859863281273
2014-06-01,2014,6,13.659753417968773,12.477166748046898,12.359674072265648
2014-07-01,2014,7,17.434899902343773,14.842340087890648,14.587518310546898
2014-08-01,2014,8,18.330590820312523,15.779260253906273,15.004083251953148
2014-09-01,2014,9,17.003045654296898,16.067651367187523,14.970513916015648
2014-10-01,2014,10,13.601770019531273,13.913049316406273,14.218225097656273
2014-11-01,2014,11,9.698449707031273,9.851037597656273,10.408013916015648
2014-12-01,2014,12,7.026544189453148,7.023492431640648,7.290521240234398
2015-01-01,2015,1,4.705621337890648,4.772760009765648,4.951287841796898
2015-02-01,2015,2,3.5794921875000227,3.5825439453125227,3.5993286132812727
2015-03-01,2015,3,2.5983215332031477,2.5693298339843977,2.6090026855468977
2015-04-01,2015,4,4.180688476562523,4.104394531250023,4.295159912109398
2015-05-01,2015,5,8.967523193359398,8.944635009765648,9.379541015625025
2015-06-01,2015,6,14.051904296875025,13.961877441406273,14.195336914062525
2015-07-01,2015,7,17.517297363281273,15.661767578125025,15.463403320312525
2015-08-01,2015,8,19.0248962402344,15.881494140625025,15.663293457031273
2015-09-01,2015,9,17.036614990234398,14.163293457031273,13.766564941406273
